Player,Pos,Conf_Major,NCAA_AdjTempo,NCAA_AdjOE,NCAA_AdjDE,NCAA_TeamID,NCAA_Year,NCAA_GP,NCAA_GS,NCAA_MIN_PG,NCAA_FGpct_PG,NCAA_3PM_PG,NCAA_3Ppct_PG,NCAA_FTM_PG,NCAA_FTpct_PG,NCAA_OFF_PG,NCAA_DEF_PG,NCAA_AST_PG,NCAA_STL_PG,NCAA_BLK_PG,NCAA_PF_PG,NCAA_TOV_PG,NCAA_PTS_PG,NCAA_DblDbl,NCAA_TplDbl,NCAA_HOB,NCAA_Ast_TO,NCAA_Stl_TO,NCAA_FT_FGA,NCAA_W,NCAA_L,NCAA_Winpct,NCAA_OWS,NCAA_DWS,NCAA_WS,NCAA_TSpct,NCAA_eFGpct,NCAA_USGpct,NCAA_TotalSpct,NCAA_PPR,NCAA_PPS,NCAA_ORtg,NCAA_DRtg,NCAA_PER,Height,Weight,Wingspan,NCAASeasons,AgeAtDraft,HighestLevelReached,NBA_OWS,NBA_DWS,NBA_WS,NBA_PER
Akin-Akingbala,3,1,68.58,105.94,93.43,30,2006,32,32,27.7,0.576,0.03,1,2.81,0.556,2.94,7.25,0.81,1.03,1.19,2.81,2.03,12.09,12,0,0.204,0.4,0.51,0.63,19,13,0.594,1.86,2.4,4.26,0.579,0.578,21.32,213.14,5.18,1.51,109,88.2,22.59,82,224,86.75,4,23.18685832,International,0,0,0,0
Luke-Walton,2,1,72.66,115.56,88.76,235,2003,28,28,27.6,0.431,1,0.384,2.11,0.678,1.43,4.18,5.07,0.93,0.25,2,2.79,10.75,4,0,0.292,1.82,0.33,0.34,25,3,0.893,1.56,1.66,3.22,0.508,0.486,21.48,149.31,1.93,1.18,107,92.9,16.65,80,235,80.5,5,23.17590691,NBA,3.79,3.1,6.9,26.64
Julian-Wright,2,1,68.75,115.33,87.52,54,2007,38,36,27.6,0.549,0.08,0.231,1.92,0.613,2.53,5.32,2.16,1.45,1.29,2.5,2.39,12,6,0,0.246,0.9,0.6,0.34,33,5,0.868,2.28,3.41,5.69,0.566,0.553,22.87,139.33,3.33,1.32,109.1,82.9,22.27,80,225,86.25,2,20.03285421,NBA,1.11,2.07,2.44,27.98
Moritz-Wagner,2,1,64.86,114.72,90.51,1,2018,39,39,27.6,0.528,1.62,0.394,1.92,0.694,1.46,5.67,0.85,0.97,0.51,3.08,1.44,14.62,8,0,0.244,0.59,0.68,0.26,31,8,0.795,3.3,2.49,5.79,0.619,0.605,26.16,161.63,3.38,1.39,117.5,92.7,23.82,83,245,84,3,21.09787817,International,0,0,0,0
Jai-Lewis,3,2,67.48,103.03,96.8,118,2004,33,29,27.6,0.597,0,0,3.12,0.652,3.33,4.48,1.15,1.09,1,2.97,2.03,14.45,8,0,0.276,0.57,0.54,0.5,23,10,0.697,2.8,2.22,5.01,0.615,0.597,24.7,124.93,4.33,1.52,117.7,92.8,24.29,79,275,85.5,4,23.29637235,International,0,0,0,0
Kyrie-Irving,1,1,68.58,119.72,91.3,31,2011,11,8,27.5,0.529,1.64,0.462,5.82,0.901,0.55,2.82,4.27,1.45,0.55,2.09,2.45,17.45,0,0,0.316,1.74,0.59,0.68,10,1,0.909,1.73,0.72,2.45,0.697,0.615,25.75,189.18,1.3,1.85,134.7,91.5,28.36,75,193,76,1,19.18959617,NBA,13.22,3.7,16.91,41.36
Derrick-Favors,3,1,68.19,109.21,90.99,33,2010,36,35,27.5,0.611,0,0,2.5,0.629,3,5.42,1.03,0.89,2.06,2.61,2.5,12.44,11,0,0.228,0.41,0.36,0.49,23,13,0.639,2.39,2.68,5.07,0.621,0.611,21.79,124.03,6.4,1.53,111.6,88.1,23.27,82,265,88,1,18.88021903,NBA,2.98,4.32,7.3,31.64
Henry-Sims,3,1,62.09,111.18,90.13,66,2012,33,33,27.5,0.463,0,0,3.61,0.708,1.79,4.15,3.45,0.64,1.36,2.7,2.79,11.61,3,0,0.303,1.24,0.23,0.59,24,9,0.727,2.36,1.91,4.27,0.525,0.463,27.21,117.15,1.89,1.34,105,90.1,21.01,82,248,88,4,22.18206708,NBA,2.03,2.06,4.08,30.89
Cedric-Simmons,3,1,64.38,112.47,96.55,36,2006,32,30,27.5,0.587,0.06,1,3.75,0.678,1.69,5.91,1.62,0.66,2.34,3.06,1.84,11.81,8,0,0.227,0.88,0.36,0.81,22,10,0.688,2.59,2.08,4.67,0.626,0.592,21.97,226.51,2.77,1.73,116.9,91.6,23.33,81,235,88.25,2,20.40793977,NBA,0.65,0.66,0.53,7.94
Xavier-Henry,1,1,67.24,120.39,88.54,54,2010,36,36,27.5,0.458,1.92,0.418,2.5,0.783,1.19,3.17,1.47,1.5,0.5,1.83,1.92,13.42,0,0,0.208,0.77,0.78,0.32,33,3,0.917,2.82,2.24,5.06,0.591,0.555,23.39,165.84,3.29,1.36,115.8,92.6,20.3,78,220,83.25,1,19.21423682,NBA,0.45,1.16,0.71,21.42
Mario-Boggan,2,1,64.75,107.93,95.17,59,2006,33,33,27.5,0.581,0.27,0.321,3.48,0.821,2.42,5.27,1,1.12,0.82,3.03,2.18,14.79,10,0,0.255,0.46,0.51,0.45,17,16,0.515,3.07,2.07,5.13,0.643,0.596,25.2,172.43,5.53,1.56,117.5,92.5,25.61,79,235,86,3,23.66872005,D-League,0,0,0,0
Ebi-Ere,1,1,62.72,112.07,89.06,4,2003,34,23,27.5,0.378,1.38,0.307,2.59,0.715,1.88,2.88,1.91,0.85,0.32,1.5,2.24,12.85,0,0,0.253,0.86,0.38,0.31,27,7,0.794,1.55,1.88,3.43,0.478,0.437,29.96,140.11,3.74,1.1,100.7,94.2,17.31,77,215,82.5,2,21.82888433,International,0,0,0,0
Alfred-Aboya,3,1,65.3,119.51,95.58,241,2009,35,35,27.5,0.542,0,0,2.54,0.695,2.8,3.46,0.6,0.94,0.17,2.23,1.11,9.86,4,0,0.154,0.54,0.85,0.54,26,9,0.743,2.89,1.59,4.48,0.581,0.542,18.26,123.77,2.65,1.46,123,98.3,18.85,81,245,85,4,24.41067762,International,0,0,0,0
Mouphtaou-Yarou,3,1,67.38,109.15,100.65,76,2012,32,32,27.5,0.474,0.03,1,3.22,0.691,2.94,5.19,0.53,0.47,0.81,2.53,1.41,11.25,9,0,0.19,0.38,0.33,0.55,13,19,0.406,2.4,0.92,3.32,0.528,0.476,21.62,216.53,3.86,1.33,112.4,100.6,19.66,81,255,84.5,4,22.93223819,International,0,0,0,0
LaRon-Dendy,2,2,65.43,108.54,95.62,326,2012,34,34,27.5,0.53,0.35,0.308,3.97,0.574,2.06,5.09,2.06,0.65,1.41,2.68,2.44,14.62,7,0,0.278,0.84,0.27,0.71,27,7,0.794,2.97,2.03,4.99,0.563,0.548,28.95,141.25,3.96,1.51,108.9,89.5,24.1,81,230,82.75,2,23.45242984,International,0,0,0,0
Trent-Plaisted,3,2,67.81,107.43,91.66,208,2008,35,35,27.5,0.543,0,0,4.03,0.542,2.11,5.54,1.54,0.43,0.94,2.34,2.4,15.63,8,0,0.282,0.64,0.18,0.7,27,8,0.771,2.12,2.55,4.67,0.55,0.543,30.2,108.51,4.81,1.46,105.1,88.6,21.91,83,245,82.5,4,21.61533196,International,0,0,0,0
Brandan-Wright,2,1,72.42,120.99,89.62,2,2007,37,37,27.4,0.646,0,0,2.41,0.567,2.05,4.14,1,0.97,1.78,1.49,1.59,14.73,1,0,0.231,0.63,0.61,0.44,30,7,0.811,3.41,2.44,5.84,0.637,0.646,21.99,121.28,3.09,1.54,123.1,91.5,24.85,82,210,88.5,1,19.6550308,NBA,2.27,0.66,2.92,36.41
Kaleb-Tarczewski,3,1,68.31,116.81,95.83,235,2016,26,24,27.4,0.533,0,0,3.23,0.712,2.58,6.73,0.65,0.27,1.38,2.96,1.31,9.38,5,0,0.134,0.5,0.21,0.79,18,8,0.692,1.76,1.45,3.21,0.592,0.533,16.66,124.52,3.18,1.63,121.6,95.1,18.73,84,250,83.5,4,23.26078029,International,0,0,0,0
Tyrone-Brazelton,1,2,68.23,111.87,97.27,331,2008,36,36,27.4,0.446,1.92,0.426,2.81,0.673,0.58,2.14,3.72,1.08,0.06,3,2.81,14.39,0,0,0.31,1.33,0.39,0.38,29,7,0.806,2.98,1.75,4.73,0.562,0.535,27.81,154.54,1.16,1.33,111.6,97.4,19.49,72,180,73.75,2,22.17385352,International,0,0,0,0
Kenny-Kadji,3,1,63.59,111.03,97.85,35,2012,32,29,27.4,0.489,0.88,0.418,2.28,0.635,1.81,3.5,0.72,0.59,1.59,2.25,1.56,11.72,4,0,0.204,0.46,0.38,0.41,19,13,0.594,2.37,1.15,3.52,0.56,0.539,23.12,154.2,4.14,1.34,110.8,98,20.54,82,242,87,4,25.0349076,International,0,0,0,0
JaVale-McGee,3,2,67.19,108.5,101.91,345,2008,33,31,27.3,0.529,0.42,0.333,2.24,0.525,2.52,4.82,0.61,0.79,2.79,2.48,2.42,14.12,8,0,0.232,0.25,0.33,0.39,21,12,0.636,1.64,1.93,3.57,0.55,0.549,27.72,138.76,7.26,1.31,103.5,93.8,23.19,84,270,90,2,20.36687201,NBA,4.82,4.16,8.98,37.36
Shawne-Williams,2,2,70.81,113.18,89.64,301,2006,36,34,27.3,0.416,1.33,0.312,3.17,0.786,1.72,4.53,1.83,1.39,1.39,2.92,2.25,13.17,6,0,0.224,0.81,0.62,0.39,32,4,0.889,2.3,2.77,5.07,0.534,0.48,24.09,151.39,3.47,1.26,110.4,87.1,19.93,82,230,87,1,20.28747433,NBA,1.77,1.97,3.73,25
Evan-Payne,1,2,62.29,103.01,111.57,333,2015,28,12,27.3,0.443,1.32,0.352,4.61,0.791,0.75,1.96,1.61,0.75,0.18,1.5,2.25,17.36,0,0,0.331,0.71,0.33,0.45,8,20,0.286,2.46,0.02,2.48,0.554,0.494,35.66,158.7,4.51,1.35,109.4,114.3,22.71,73,190,75.75,3,24.81861739,International,0,0,0,0
Eric-Boateng,3,1,61.05,109.97,94.79,236,2010,33,33,27.3,0.665,0,0,1.76,0.542,2.39,4.88,0.94,0.58,0.79,2.61,2.12,8.85,4,0,0.199,0.44,0.27,0.61,22,11,0.667,1.66,2.08,3.74,0.644,0.665,18.73,120.68,5.94,1.66,109.1,92.1,17.72,80,255,86.25,4,24.5284052,International,0,0,0,0
DeJuan-Blair,2,1,65.21,121.22,92.27,70,2009,35,35,27.2,0.593,0,0,2.8,0.605,5.57,6.77,1.2,1.54,0.97,2.71,1.26,15.71,21,0,0.265,0.95,1.23,0.43,30,5,0.857,5.2,2.73,7.93,0.601,0.593,25.73,119.81,1.7,1.44,131.8,86.2,35.65,79,270,86,2,20.10951403,NBA,3.32,5.89,9.21,34.9
Rodney-Carney,2,2,70.81,113.18,89.64,301,2006,37,28,27.2,0.436,2.76,0.391,2.54,0.712,1.54,2.76,1.22,1.32,0.68,2.27,1.46,17.19,1,0,0.256,0.83,0.91,0.26,33,4,0.892,3.86,2.36,6.21,0.56,0.537,27.79,153.86,2.19,1.26,121,91.9,23.13,79,205,82,4,22.15468857,NBA,1.36,1.6,2.96,24.84
Rashaun-Freeman,3,2,70.65,109.12,96.76,21,2007,33,33,27.2,0.609,0,0,2.24,0.574,3.7,4.58,0.82,0.58,0.42,3.36,2.21,14.73,14,0,0.252,0.37,0.26,0.38,24,9,0.727,2.77,1.71,4.47,0.609,0.609,24.53,118.31,5.76,1.44,116.2,96.5,22.78,81,255,84,4,22.45859001,International,0,0,0,0
Korvotney-Barber,2,1,65.09,109.76,107.84,255,2008,10,10,27.2,0.72,0,0,2,0.444,2.7,4.2,0.8,0.8,1.3,2.6,2.1,13.8,2,0,0.245,0.38,0.38,0.55,8,2,0.8,0.77,0.57,1.34,0.667,0.72,22.89,116.4,5.61,1.68,116,94.2,23.88,80,215,86.75,4,22.13278576,International,0,0,0,0
Jrue-Holiday,1,1,65.3,119.51,95.58,241,2009,35,35,27.1,0.45,0.77,0.307,1.26,0.721,1.23,2.51,3.69,1.6,0.54,2.14,2.06,8.43,1,0,0.249,1.79,0.78,0.24,26,9,0.743,1.92,1.81,3.73,0.531,0.504,19.25,147.79,1.5,1.18,109.4,95.9,17.32,76,205,79,1,18.9705681,NBA,3.1,6.73,9.83,30.19
Anthony-Bennett,3,2,67.85,106.02,89.95,212,2013,35,32,27.1,0.533,1.03,0.375,3.54,0.701,2.46,5.69,0.97,0.69,1.23,2.29,1.86,16.11,12,0,0.271,0.52,0.37,0.47,25,10,0.714,3.54,2.29,5.83,0.609,0.58,27.46,160.85,4.29,1.49,117.6,88.5,26.73,80,235,85,1,20.21629021,NBA,1.33,0.81,0.78,21.29
Jared-Reiner,3,1,67.12,106.39,97.89,98,2003,28,26,27.1,0.541,0,0,3.11,0.744,2.64,5.61,1.36,0.68,1.21,2.5,2.39,9.68,6,0,0.192,0.57,0.28,0.69,16,12,0.571,1.48,1.53,3.01,0.601,0.541,19.62,128.48,5.62,1.59,108.4,94.3,19.05,83,255,84.5,4,22.14921287,NBA,0.64,0.48,0.17,7.05
Taqwa-Pinero,1,2,66.32,118.82,93.04,67,2005,37,31,27.1,0.445,3.3,0.447,1.76,0.812,0.73,3.3,2.43,1.11,0,1.92,1.68,14.41,1,0,0.269,1.45,0.66,0.21,32,5,0.865,3.7,2.5,6.21,0.624,0.602,23.65,170.41,0.19,1.37,127.2,93.1,21.86,75,195,78.75,4,22.81998631,International,0,0,0,0
Jayvaughn-Pinkston,3,1,66.02,116.3,92.62,76,2014,34,34,27.1,0.521,0.24,0.258,4.44,0.744,2.18,3.94,1.44,0.91,0.56,2.44,1.71,14.09,2,0,0.24,0.84,0.53,0.66,29,5,0.853,3.12,1.89,5.02,0.594,0.534,25.58,152.31,2.73,1.56,120.5,95.8,22.51,79,240,84.5,5,23.50992471,International,0,0,0,0
Jerai-Grant,3,1,63.86,109.64,91.48,30,2011,34,31,27.1,0.571,0,0,3.18,0.711,2.62,4.09,0.79,1.03,2.29,2.18,1.47,12.41,4,0,0.227,0.54,0.7,0.55,22,12,0.647,3.13,2.47,5.59,0.608,0.571,22.72,128.14,3.55,1.53,121,88.7,25.83,80,220,84.5,4,22.38740589,International,0,0,0,0
Laurence-Bowers,2,1,66.32,114.94,96.41,56,2013,29,29,27.1,0.546,0.72,0.389,1.48,0.683,2.17,3.97,1.07,0.62,1.17,2.59,1.28,14.14,7,0,0.251,0.84,0.49,0.2,20,9,0.69,3.03,1.31,4.34,0.591,0.579,23.82,161.72,2.01,1.29,123.3,96.1,24.25,80,223,83,5,23.11841205,International,0,0,0,0
Josh-Owens,3,1,67.17,106.74,92.38,240,2012,37,36,27.1,0.575,0,0,2.08,0.621,2.22,3.62,0.86,1.19,0.7,2.35,1.57,11.65,2,0,0.223,0.55,0.76,0.4,26,11,0.703,2.96,2.16,5.12,0.587,0.575,21.37,119.56,3.69,1.4,114.9,89.5,21.57,80,240,84.5,5,23.4825462,International,0,0,0,0
Haminn-Quaintance,2,2,65.11,107.81,94.77,177,2008,35,35,27.1,0.598,0,0,2.2,0.611,2.86,4.69,2.06,1.8,1.97,2.6,2.17,10.03,8,0,0.249,0.95,0.83,0.55,28,7,0.8,2.38,2.87,5.25,0.608,0.598,20.19,120.94,3.03,1.53,113.7,84.8,24.53,79,195,84.5,4,22.7980835,International,0,0,0,0
Jerome-Jordan,3,2,64.13,106.15,93.4,305,2009,36,35,27,0.586,0,0,3.81,0.737,2.44,6.11,0.94,0.39,2.56,3.06,2.42,13.81,10,0,0.255,0.39,0.16,0.61,25,11,0.694,3.31,2.77,6.08,0.629,0.586,26.17,132.29,6.88,1.62,115.7,86.4,27.85,84,253,90,4,23.67145791,NBA,1.23,0.47,1.7,34.93
Josh-Powell,3,1,64.96,111.24,98.06,36,2003,31,31,27,0.571,0.29,0.375,2.84,0.739,2.45,2.87,1,0.61,1.32,2.84,2.45,12.42,1,0,0.232,0.41,0.25,0.47,18,13,0.581,2.2,1.08,3.28,0.624,0.589,23.96,168.59,6.69,1.53,111.7,101.5,19.56,81,225,85,2,20.34770705,NBA,0.41,1.07,1.48,20.02
Justin-Doellman,3,2,66.16,117.33,99.2,28,2007,34,34,27,0.495,1.24,0.362,2.79,0.792,1.38,4.12,1.68,0.88,1.15,3.12,1.65,13.68,0,0,0.26,1.02,0.54,0.36,25,9,0.735,3.22,1.91,5.13,0.599,0.559,25.3,164.92,1.99,1.4,120,94.8,23.26,81,210,81,4,22.32169747,International,0,0,0,0
Daniel-Trist,2,2,64.56,112.93,115.06,250,2015,33,32,27,0.576,0,0,3.33,0.78,2.3,4.42,1.3,0.36,0.7,2.15,2.27,17.27,8,0,0.313,0.57,0.16,0.35,20,13,0.606,3.57,0.34,3.91,0.612,0.576,33.13,135.66,5.24,1.43,115.7,110.7,27.4,81,234,81.5,4,22.75427789,International,0,0,0,0
Corey-Fisher,1,1,71.19,117.22,95.98,76,2010,33,32,27,0.447,1.15,0.396,4.06,0.77,0.73,2.12,3.91,1.27,0.18,2.52,2.09,13.33,0,0,0.293,1.87,0.61,0.58,25,8,0.758,3.25,1.1,4.35,0.575,0.51,23.91,161.26,1.78,1.47,120.4,102.8,20.59,73,200,75.5,4,23.14579055,International,0,0,0,0
Shaun-Pruitt,3,1,60.99,107.46,93.99,3,2008,34,33,27,0.572,0,0,2.97,0.564,3.15,4.15,0.79,0.47,0.59,2.53,2.15,12.56,4,0,0.241,0.37,0.22,0.63,16,18,0.471,2.21,1.84,4.05,0.577,0.572,25.95,113.62,6.47,1.5,108.8,95.1,21.61,82,245,85.25,4,22.52429843,International,0,0,0,0
Ed-Davis,3,1,70.37,107.4,94,2,2010,24,23,26.9,0.578,0,0,3.62,0.659,2.75,6.42,0.92,0.42,2.67,1.75,1.92,12.88,10,0,0.193,0.48,0.22,0.69,13,11,0.542,1.81,1.5,3.32,0.607,0.578,20.87,123.72,4.35,1.61,117.3,91.9,23.73,82,245,84,2,20.98836413,NBA,4.53,4.67,9.2,31.98
Larry-Sanders,3,2,68.15,113.16,98.77,126,2010,35,32,26.9,0.534,0.11,0.25,3.06,0.641,3.03,6.09,0.97,0.74,2.51,2.94,1.66,14.37,14,0,0.242,0.59,0.45,0.46,26,9,0.743,3.21,2.31,5.52,0.563,0.54,26.71,142.48,3.73,1.37,116.1,90.6,27.69,83,235,90.5,3,21.52498289,NBA,2.78,4.75,7.53,33.98
Javan-Felix,1,1,65.31,113.04,96.85,60,2016,33,31,26.9,0.429,1.39,0.354,1.64,0.844,0.45,1.3,2.18,0.82,0,2,1.09,10.67,0,0,0.243,2,0.75,0.22,20,13,0.606,2,0.89,2.88,0.543,0.507,20.94,162.62,1.41,1.2,114.2,106,15.24,71,195,73.25,4,21.84531143,International,0,0,0,0
Moussa-Diagne,3,2,63.07,103.82,107.37,271,2007,31,31,26.9,0.478,1.06,0.393,2.45,0.817,1.48,3.29,0.68,0.55,0.77,2.61,2.26,13.26,0,0,0.231,0.3,0.24,0.29,15,16,0.484,1.6,1.12,2.72,0.571,0.53,27.56,168.79,7.17,1.3,104.8,102.1,18.81,80,220,87.75,4,23.38672142,International,0,0,0,0
Katin-Reinhardt,1,1,71.02,113.95,99.7,242,2016,34,18,26.9,0.442,1.76,0.373,1.06,0.783,0.65,2.15,1.41,1.03,0.15,1,1.41,11.35,0,0,0.197,1,0.73,0.14,21,13,0.618,1.56,1.01,2.57,0.552,0.534,20.67,159.74,1.68,1.18,109.2,104.9,14.91,78,210,77,4,24.11225188,International,0,0,0,0
Dor-Fischer,3,1,62.25,106.97,100.16,77,2004,31,19,26.9,0.561,0,0,2.23,0.775,2.19,3.81,0.9,0.61,3.94,3,1.68,10.81,3,0,0.23,0.54,0.37,0.38,17,14,0.548,1.81,1.71,3.53,0.6,0.561,21.88,133.65,4.13,1.41,112.7,96.7,23.19,83,255,90,4,23.63586585,International,0,0,0,0
Ty-Johnson,1,1,65.44,107.5,102.2,262,2014,16,9,26.9,0.391,0.5,0.421,4.19,0.753,0.62,2.31,3.44,0.62,0.06,1.56,1.88,11.19,0,0,0.282,1.83,0.33,0.67,7,9,0.438,0.9,0.5,1.4,0.511,0.421,23.62,156.48,1.53,1.35,110.5,105.1,15.37,75,195,81.5,4,22.84188912,D-League,0,0,0,0
Julien-Lewis,1,1,64.7,102.54,95.51,60,2013,33,21,26.9,0.398,1.61,0.351,1.82,0.741,0.7,2.64,1.12,1.06,0.09,2.45,1.67,11.18,0,0,0.221,0.67,0.64,0.25,15,18,0.455,1.33,1.42,2.75,0.512,0.48,23.81,148.92,3.4,1.15,101.9,96.8,14.47,76,195,77,4,23.97809719,D-League,0,0,0,0
Bamba-Fall,3,2,64.5,95,107.04,303,2008,30,14,26.9,0.566,0,0,3.5,0.714,1.33,4.23,0.5,0.27,2.1,2.8,2.03,11.77,2,0,0.206,0.25,0.13,0.67,10,20,0.333,1.6,1.17,2.77,0.611,0.566,22.42,128.05,6.38,1.61,108.4,100.7,19.26,85,225,88.75,4,23.01437372,International,0,0,0,0
Brandon-Robinson,2,1,66.42,106.29,96.12,255,2004,28,21,26.9,0.498,0.32,0.237,3.21,0.662,2.71,4,1.79,2.21,0.68,2.18,1.93,11.96,6,0,0.239,0.93,1.15,0.58,14,14,0.5,1.86,1.93,3.79,0.563,0.517,22.8,139.65,2.76,1.44,113.7,91.5,23.72,80,215,78,3,23.12936345,International,0,0,0,0
Sean-May,3,1,73.06,122.47,89.7,2,2005,37,36,26.8,0.567,0,0,5.16,0.758,3.84,7,1.68,1.16,1.03,2.38,2.54,17.49,18,0,0.257,0.66,0.46,0.63,33,4,0.892,4,3.03,7.03,0.62,0.567,27.67,132.51,4.58,1.61,123.3,87.3,28.17,81,266,85.25,3,21.15811088,NBA,1.39,1.6,2.8,34.09
James-Hughes,3,2,65.71,102.17,109.49,183,2007,30,24,26.8,0.589,0,0,2.4,0.758,2.17,3.9,0.33,0.43,2.13,2.1,1.53,12.07,3,0,0.209,0.22,0.28,0.39,7,23,0.233,2.29,1.03,3.32,0.622,0.589,21.61,134.73,4.98,1.47,118.4,102.8,22.6,83,217,87.75,5,23.58658453,International,0,0,0,0
Valdas-Vasylius,2,2,65.84,108.57,95.87,124,2007,33,30,26.8,0.486,0.76,0.329,5.3,0.758,2.27,3.79,0.94,0.67,0.48,2.79,1.76,15.64,4,0,0.24,0.53,0.38,0.71,24,9,0.727,3.62,1.8,5.41,0.593,0.525,29.03,157.27,4.34,1.59,120.4,95.3,24.85,79,198,79.25,4,23.74264203,International,0,0,0,0
DeMon-Brooks,2,2,66.13,113.27,109.09,269,2014,27,27,26.8,0.586,0.52,0.452,5.7,0.744,2.22,4.85,1.37,0.67,0.81,3.48,2.22,19.04,5,0,0.286,0.62,0.3,0.7,17,10,0.63,3.73,1.04,4.77,0.653,0.61,32.58,178.2,4.87,1.74,126.3,102.3,30.62,79,223,82,4,22.00958248,International,0,0,0,0
Deon-Thompson,3,1,70.37,107.4,94,2,2010,37,37,26.8,0.484,0,0,3.11,0.693,2.86,3.81,0.84,1.03,0.92,2.16,1.76,13.7,6,0,0.224,0.48,0.58,0.41,20,17,0.541,2.33,1.72,4.04,0.524,0.484,25.3,117.67,4.13,1.25,109.2,97.9,20.57,80,250,86.5,4,21.70568104,International,0,0,0,0
Devon-Collier,3,1,69.97,110.97,102.75,239,2012,36,33,26.8,0.615,0,0,3.36,0.63,2.47,2.69,1.75,1,1.28,2.06,1.36,13.14,2,0,0.24,1.29,0.73,0.67,21,15,0.583,4.16,1,5.16,0.627,0.615,21.4,124.56,0.7,1.65,127,100.7,25.39,80,216,84.25,4,23.36208077,International,0,0,0,0
David-Lee,3,1,65.91,116.87,98.6,256,2004,31,31,26.7,0.586,0,0,3.61,0.772,2.16,4.55,2.74,1.1,0.52,2.68,1.97,13.29,5,0,0.285,1.39,0.56,0.57,20,11,0.645,3.21,1.56,4.77,0.634,0.586,23.21,135.84,0.49,1.61,125.2,98.4,24.4,81,245,84,4,22.091718,NBA,13.31,5.81,19.12,41.02
Matt-Stainbrook,3,1,64.97,116.57,97.08,28,2015,37,37,26.7,0.613,0.03,0.2,2.89,0.764,1.97,4.97,2.41,0.59,0.65,2.51,1.97,12.27,5,0,0.274,1.22,0.3,0.5,23,14,0.622,3.61,1.56,5.17,0.651,0.615,22.74,157.78,1.38,1.61,122.3,98.4,23.8,82,270,84.5,4,23.23887748,International,0,0,0,0
Byron-Wesley,1,2,64.66,121.71,93.93,332,2015,38,38,26.7,0.514,0.26,0.312,2.79,0.671,1.26,3.45,2.29,0.97,0.32,1.55,1.58,10.58,1,0,0.212,1.45,0.62,0.57,35,3,0.921,2.89,2.05,4.94,0.569,0.532,21.7,149.78,0.2,1.45,116.5,93.8,19.47,76,206,79,4,22.42847365,International,0,0,0,0
Goodluck-Okonoboh,3,2,65.15,107.86,101.72,212,2015,31,29,26.7,0.521,0,0,0.84,0.338,1.84,2.68,0.68,0.48,2.9,2.81,0.94,5.68,1,0,0.126,0.72,0.52,0.53,17,14,0.548,0.6,1.39,1.99,0.487,0.521,13.63,85.85,1.82,1.22,99.9,97.3,13.28,82,220,86.5,2,21.67008898,International,0,0,0,0
Alan-Anderson,2,1,66.42,119.69,94.02,100,2005,33,33,26.6,0.558,0.76,0.385,3.45,0.877,1.85,3.73,1.73,0.97,0.21,2.73,1.64,13.24,2,0,0.225,1.06,0.59,0.49,26,7,0.788,3.46,1.92,5.38,0.665,0.605,21.95,181.96,1.77,1.64,131.4,96.2,22.65,78,220,81.5,4,22.6255989,NBA,1.72,1.84,3.56,21.95
Anthony-Marshall,1,2,66.39,110.62,92.88,212,2011,33,26,26.6,0.471,0.36,0.203,2.52,0.703,1.09,2.91,3,1.27,0.42,2.42,1.67,9.73,1,0,0.252,1.8,0.76,0.49,24,9,0.727,1.9,1.97,3.87,0.542,0.496,20.43,137.76,1.24,1.34,111,93,17.61,75,200,82,4,22.20123203,International,0,0,0,0
Winston-Shepard,2,2,62.29,110.38,90,5,2014,35,34,26.6,0.412,0.2,0.184,3.66,0.634,1.69,3.17,2.11,1,0.34,1.29,2.29,11.63,1,0,0.249,0.93,0.44,0.61,30,5,0.857,1.07,2.36,3.43,0.478,0.423,28.19,123,3.45,1.23,100,90.7,17.6,80,217,81,4,22.69130732,International,0,0,0,0
Darius-Washington,1,2,70.81,113.18,89.64,301,2006,35,34,26.5,0.423,1.29,0.357,3.4,0.783,0.94,1.86,3.14,1.29,0.09,1.77,3.17,13.43,1,0,0.272,0.99,0.41,0.42,31,4,0.886,1.85,1.91,3.76,0.541,0.485,26.84,156.27,3.76,1.3,105,94.7,16.8,74,196,76,2,20.48459959,NBA,0.19,0.22,0.04,8.72
Lucca-Staiger,1,1,67.5,107.22,96.12,53,2010,17,17,26.5,0.425,2.82,0.425,0.53,0.75,0.18,1.65,1.47,0.53,0.06,1.65,1.41,9.35,0,0,0.162,1.04,0.38,0.1,12,5,0.706,0.84,0.66,1.5,0.632,0.625,16.45,159.98,1.57,1.32,114.3,100.5,12.35,77,205,78.35,3,21.96303901,International,0,0,0,0
Patric-Young,3,1,61.88,117.22,86.04,256,2013,37,36,26.5,0.586,0,0,1.84,0.489,2.59,3.68,0.86,0.92,1.57,2.3,1.51,10.11,6,0,0.193,0.57,0.61,0.53,29,8,0.784,2.54,2.89,5.44,0.572,0.586,21.22,107.54,3.72,1.43,112.9,83.1,21.59,81,239,85.75,4,22.32991102,International,0,0,0,0
Kelly-Olynyk,3,2,63.26,120.55,92.73,332,2013,32,28,26.4,0.629,0.28,0.3,4.12,0.776,2.41,4.94,1.72,0.69,1.12,2.25,2.41,17.84,5,0,0.317,0.71,0.29,0.5,29,3,0.906,4.89,1.9,6.8,0.675,0.642,31.26,170.51,4.93,1.67,127.1,90.2,34.34,84,238,81.75,4,22.11909651,NBA,4.95,4.59,9.55,34.12
